id,title,alternativeTitles,year,publicationDates,humanReadablePublicationDates,languages,originalLanguages,authors,publishers,summary,genres,subjects,playingTimes,targetAudienceNotes,physicalDescriptions,bgg_id,bgg_primary_name,bgg_all_names,bgg_year,bgg_description,bgg_min_players,bgg_max_players,bgg_playing_time,bgg_min_age,bgg_categories,bgg_mechanics,bgg_designers,bgg_publishers,bgg_rank,bgg_average_rating,bgg_bayes_average,bgg_users_rated,bgg_weight,bgg_owned
keski.3215384,Lazio 1356,,2022,2022,[2022],fin,,"{'primary': {'Game Storm Studios': {'role': ['kirjoittaja']}, 'Heljakka, Markku': {'role': ['-']}, 'Tuominen, Arttu': {'role': ['-']}}, 'secondary': {'Game Storm Studios, designer': {'role': ['designer']}, 'Heljakka, Markku, alkuperäisidean luoja': {'role': ['alkuperäisidean luoja']}}, 'corporate': []}",Tactic Games,,pelit; lautapelit,,,Ikäsuositus: yli 18-vuotiaille.,1 lautapeli (useita osia kotelossa),362858,Crime Scene: Lazio 1356,Crime Scene: Lazio 1356,2022,"Lazio is the fifth game in the Crime Scene family. It follows the same puzzle solving format as its predecessors. This game is set in a medieval monastery, where recent events have frightened away most of the monks. The story is written by the awarded author Arttu Tuominen.&#10;In the puzzles you get to investigate a broken down cart with strange wheels, a night sky with shooting starts, a pot where man has been boiled, and many other things.&#10;The high age recommendation comes from a few grap...",1,4,240,18,Card Game; Deduction; Murder / Mystery; Puzzle,Cooperative Game; Deduction; Finale Ending,Richard Heayes; Markku Heljakka; Petter Ilander,Tactic; AS Company; Piatnik,24028,5.66383,5.50023,47,2.5,123
keski.3215383,ISS Excalibur 2049,,2022,2022,[2022],fin,,"{'primary': {'Game Storm Studios': {'role': ['kirjoittaja']}, 'Heljakka, Markku': {'role': ['-']}, 'Tuominen, Arttu': {'role': ['-']}}, 'secondary': {'Game Storm Studios, designer': {'role': ['designer']}, 'Heljakka, Markku, alkuperäisidean luoja': {'role': ['alkuperäisidean luoja']}}, 'corporate': []}",Tactic Games,,pelit; lautapelit,,,Ikäsuositus: yli 18-vuotiaille.,1 lautapeli (useita osia kotelossa),362859,Crime Scene: ISS Excalibur 2049,Crime Scene: ISS Excalibur 2049,2021,"ISS Excalibur is the sixth game in the Crime Scene family. It follows the same mystery solving format as its predecessors, but is set in the near future in an international Space Station.&#10;The puzzles range from fairly light ones to quite challenging ones, and the showcase some very nice and new mechanics. The story is again written by awarded author Arttu Tuominen, and the only way to get to read the finish, is by solving the puzzles!&#10;The high age recommendation comes from a few graphic ...",1,4,240,18,Card Game; Deduction; Murder / Mystery; Puzzle,Cooperative Game; Deduction; Finale Ending,Richard Heayes; Markku Heljakka; Petter Ilander,Tactic,,5.64286,0,14,2,62
keski.3173734,iKnow junior : matkapeli,I know junior,2021,2021,[2021],fin,,"{'primary': [], 'secondary': [], 'corporate': []}",Tactic Games,,pelit; seurapelit; lastenpelit,,,Ikäsuositus: 5-7 -vuotiaille.,1 peli (useita osia kotelossa) + 1 sääntövihko (4 sivua),,,,,,,,,,,,,,,,,,,
keski.3166303,Maailman OMG,,2021,2021,[2021],fin,,"{'primary': [], 'secondary': [], 'corporate': []}",Tactic Games,,pelit; seurapelit,,,Ikäsuositus: yli 12-vuotiaille.,1 peli (useita osia kotelossa) + 1 sääntölehti,382183,Maailman OMG,Maailman OMG; OMG of the World,2021,"Try and recognize natural phenomena, world traditions, places and animals from amazing photographs on cards. One player selects one of the open cards and everyone writes what they see and where in the world they think it might occur. Both the right place and phenomenon score you points, and the most points wins.&#10;&#10;",2,10,40,0,Party Game,Pattern Recognition,,Tactic,,4.75,0,4,0,5
keski.3114212,Paw Patrol Hullunkuriset perheet = Löjliga familjer = Den lykkelige familie = Den sjove familie = Silly families,,2019,2019,[2019],fin; swe; dan; nor; eng,,"{'primary': [], 'secondary': [], 'corporate': []}",Tactic Games,,pelit; lautapelit; lastenpelit,,,Ikäsuositus: yli 4-vuotiaille.,1 lautapeli (useita osia kotelossa) + 1 taitelehti,,,,,,,,,,,,,,,,,,,
keski.3032604,Blue Lagoon,,2018,2018,2018.,fin; swe,,"{'primary': {'Knizia, Reiner': {'role': ['-']}, 'Larek, Tomek': {'role': ['-']}}, 'secondary': {'Knizia, Reiner, designer': {'role': ['designer']}, 'Larek, Tomek, kuvittaja': {'role': ['kuvittaja']}}, 'corporate': []}",Blue Orange,,pelit; lautapelit; perhepelit; seurapelit,['uudisasukkaat']; ['saaret']; ['asutus']; ['Polynesia'],,Ikäsuositus: 8+,1 lautapeli (useita osia kotelossa),244331,Blue Lagoon,Blue Lagoon; Laguna; Laguna Albastră; Modrá laguna; Голубая лагуна; ブルーラグーン; 青青珊瑚島; 블루 라군,2018,"Blue Lagoon is an area control and set collection game in which players manage a group of settlers spreading out over the islands of a newly discovered archipelago.&#10;&#10;The game is played over two phases (the exploration phase followed by the settlement phase). Over the course of both phases, you will expand your presence on the board by adding one new token each turn (either a settler or a village token). The goal is to collect the resources scattered over the map by placing your tokens on...",2,4,45,8,Abstract Strategy,Area Majority / Influence; Chaining; Connections; End Game Bonuses; Hexagon Grid; Network and Route Building; Set Collection; Variable Set-up,Reiner Knizia,Blue Orange (EU); Blue Orange Games; ADC Blackfire Entertainment; Amo Oy; Arclight Games; Broadway Toys LTD; Funiverse; Gemblo Company; Grok Games; Happy Color; Mandoo Games; Zvezda,886,7.20948,6.70256,5511,2.0185,7861
keski.2981527,Suomalainen pykäläviidakko,,2018,2018,[2018],fin,,"{'primary': [], 'secondary': [], 'corporate': []}",Tactic Games,,pelit; lautapelit; seurapelit,,,Ikäsuositus: yli 15-vuotiaille.,1 lautapeli (useita osia kotelossa) + 1 sääntölehti,,,,,,,,,,,,,,,,,,,
keski.3200431,Unlock! : escape adventures,Escape adventures,2019,2019,[2019],fin,,"{'primary': {'Demaegd, Cyril': {'role': ['-']}, 'Goyat, Vincent': {'role': ['-']}, 'Cauët, Thomas': {'role': ['-']}, 'Santamaria, Pierre': {'role': ['-']}, 'Legruth': {'role': ['-']}, 'Gesincourt, Florian de': {'role': ['-']}}, 'secondary': {'Demaegd, Cyril, designer': {'role': ['designer']}, 'Goyat, Vincent, designer': {'role': ['kuvittaja']}, 'Cauët, Thomas, designer': {'role': ['-']}, 'Santamaria, Pierre, kuvittaja': {'role': ['-']}, 'Legruth, kuvittaja': {'role': ['-']}, 'Gesincourt, Florian de, kuvittaja': {'role': ['-']}}, 'corporate': []}",JD Éditions - Space Cowboys,Pakohuonepeli. Pakkauksessa 10 kortin peli sääntöjen opetteluun sekä 3 peliä.,yhteistyöpelit; korttipelit; lautapelit; pelit,['seikkailu']; ['tarinat']; ['pakopelit'],,Ikäsuositus: 10+,1 lautapeli (196 korttia) ; 28 x 22 x 7 cm + 1 sääntövihko (8 sivua),355926,Escape Adventures Adventskalender:  Die geheimnisvolle Burg,Escape Adventures Adventskalender:  Die geheimnisvolle Burg,2019,"It is cold. Snow melts on the skin. Winter has come. Suddenly you find yourself in an ice-blue world full of knights, alchemists and long-forgotten creatures. Start your story on December 1 and behind each door find out which door you need to open next. The mystery of sabotaged festivities and an ancient castle are waiting to be explored. Riddles must be solved and shady items like Rubik's cubes or puzzle pieces must be combined to reach the end of the story. Will you find the exit to escape the...",1,4,0,10,Adventure; Deduction; Fantasy; Puzzle,Cooperative Game; Deduction; Real-Time; Solo / Solitaire Game,Sebastian Frenzel; Simon Zimpfer,frechverlag,,5.25,0,2,0,3
keski.2869998,Icebreaker snow : hyytävä seikkailu merellä,,2017,2017,2017.,fin,,"{'primary': {'Knizia, Robert': {'role': ['tekijä']}, 'Kantoniemi, Petri': {'role': ['kirjoittaja']}}, 'secondary': {'Kantoniemi, Petri, kuvittaja': {'role': ['kuvittaja']}}, 'corporate': []}",Peliko/Martinex,,lautapelit; lastenpelit; pelit,['jäänmurtajat'],,,1 lautapeli (useita osia kotelossa),,,,,,,,,,,,,,,,,,,
keski.2766200,Minä itse osaan vastata : 100 hauskaa kysymyskorttia,,2013,2013,2013,fin,,"{'primary': [], 'secondary': [], 'corporate': []}",Sanoma Pro,,korttipelit; lastenpelit; pelit,,,,1 korttipeli (useita osia kotelossa),,,,,,,,,,,,,,,,,,,
keski.2743667,Junior Alias : sanaselityspeli,,1994,1994,cop. 1994.,fin,,"{'primary': [], 'secondary': [], 'corporate': []}",Nelostuote/Tactic,,pelit; lastenpelit; lautapelit,,,,1 lautapeli (useita osia kotelossa) + säännöt (4 sivua),,,,,,,,,,,,,,,,,,,
keski.3354773,Memo pirates,,2020,2020,[2020],fin; swe; dan; nor; fra; nld; eng; rus; isl; est; lav; lit; ukr,,"{'primary': [], 'secondary': [], 'corporate': []}",Tactic Games,,pelit; lastenpelit,,,Ikäsuositus: yli 3-vuotiaille.,1 peli (useita osia kotelossa) + 1 sääntölehti,,,,,,,,,,,,,,,,,,,
keski.3358824,Äänekoski-peli,,2013,2013,,fin,,"{'primary': [], 'secondary': [], 'corporate': []}",Suomuri,,,['lautapelit']; ['noppapelit']; ['pelit']; ['Äänekoski'],,,1 lautapeli (useita osia kotelossa),,,,,,,,,,,,,,,,,,,
keski.2787037,Jalusta,,,,,,,"{'primary': [], 'secondary': [], 'corporate': []}",,,,['jalustat']; ['kamerat'],,,1 jalusta + kantokassi,,,,,,,,,,,,,,,,,,,
keski.2774404,Videokamera,,2013,2013,,fin,,"{'primary': [], 'secondary': [], 'corporate': []}",,,,['videokamerat'],,,1 videokamera + kantolaukku,,,,,,,,,,,,,,,,,,,
keski.3354996,Disney : vintage posters,,2018,2018,2018,eng,,"{'primary': [], 'secondary': [], 'corporate': []}",Ravensburger Verlag,,palapelit; pelit,,,,1 palapeli (useita osia kotelossa),,,,,,,,,,,,,,,,,,,
keski.3173878,The Dance Class : Edgar Degas,,2021,2021,[2021],zxx,,"{'primary': [], 'secondary': [], 'corporate': []}",SAS Alizé,,palapelit; pelit,['taide']; ['taidemaalarit']; ['maalaukset'],,Ikäsuositus: yli 12-vuotiaille.,1 palapeli (1000 palaa),,,,,,,,,,,,,,,,,,,
keski.3040501,Jäinen kuolema : Suomen talvisota 1939-1940 =Freezing death : Finnish winter war 1939-1940,,2019,2019,2019,fin; eng,,"{'primary': {'Lehmusjärvi, Antti': {'role': ['-']}}, 'secondary': {'Lehmusjärvi, Antti, designer': {'role': ['designer']}}, 'corporate': []}",Linden Lake Games,,lautapelit; pelit,['talvisota'],,Ikäsuositus: 12-vuotiaille.,1 lautapeli (useita osia kotelossa),,,,,,,,,,,,,,,,,,,
keski.3055005,Arvaa missä?,,2019,2019,[2019],fin,,"{'primary': [], 'secondary': [], 'corporate': []}",Tactic Games,,pelit; lautapelit; lastenpelit,['vakoilijat'],,Ikäsuositus: yli 7-vuotiaille.,1 lautapeli (useita osia kotelossa) + 1 sääntövihko (4 sivua),301122,Hide 'N Find,Hide 'N Find; Arvaa missä?; Zoek de spion,2019,"One player is a spy and other players (detectives) try to find him. The spy marks its hiding place in the spy booklet but does not show it to the others. Then the hourglass is turned and the game can start.&#10;&#10;Other players try to find the hiding place of the spy from the board. Three cards are revealed. Those are the tools that the detectives can use. When all three cards are used, new three cards are revealed. They refer to different areas on the board. Are you on this row? Are you on th...",2,4,0,7,Children's Game; Deduction; Spies / Secret Agents,Deduction; Semi-Cooperative Game,,Tactic,,5,0,7,0,9
keski.2678409,Kellonajat,,2010,2010,© 2010.,fin,,"{'primary': [], 'secondary': [], 'corporate': []}",Tactic Games,,pelit; lautapelit; lastenpelit,['oppimispelit']; ['kellot']; ['aika']; ['ajanmittaus'],,,1 lautapeli (useita osia kotelossa) + 1 säännöt (2 sivua),,,,,,,,,,,,,,,,,,,
keski.2569968,Shakki,,2014,2014,2014.,fin,,"{'primary': [], 'secondary': [], 'corporate': []}",Nelostuote/Tactic,,lautapelit; pelit,,,,1 lautapeli (useita osia kotelossa),171,Chess,Chess; 2020 Battle for The White House Chess Set; Ajax Chessmen; Ajedrez; Ajedrez con Reloj Profesional; All American Chessmen; Ambassador Chess; Archesco Gemini Chess Set; Backpack Chess; Best Chess Set Ever; Boxwood Chessmen; Buffy the Vampire Slayer Chess Set; Chess for Dummies; Chess for Juniors; Chess King's 48; Chess Men; Chess Set; Chess Tablette; Chess Teacher; Chess Tutor; Chesseasy; ChessGenius; Chessmaster; Chessmen; Chicago Chess; Children's Chess; Classic Chess Set; Cờ Vua; Coca Cola Chess; Connoisseur Chess Set; Damas e Xadrez; Dark Wood Chess Set; DC Superheroes Chess: Schach; DC Superheroes Special Collection; Deluxe Chess; Deluxe Chess Tutor; Deluxe Glass Chess Set; Destiny Chess; Disney Chess; Disney Mickey Mouse Chess; Disney Villains Chess; Echecs; Escacs; Excalibur: Squire; Familie Feuerstein; FIDE chess; Fridgechess; Gallant Knight; Golden Chess and Checker-Board; Groovy Tube: Knights and Castles; Hand-Painted Wooden Children's Chess; Harry Potter Chess; Harry Potter Wizard Chess; Initiation aux Echecs; Introductory Chess; Le Jeu d'échecs; Jeu d'Échecs Deluxe; Justice League Chess Set; Karim Rashid Chess Set; Kasparov Atlas; Kasparov MK12 SciSys; Kingsway Staunton Tournament Style Chess Set; La$ Vega$ Chess; Learn Chess the Easy Way; The Legend of Zelda Chess Set; Lego Harry Potter Hogwarts Wizard's Chess; LEGO Iconic Chess Set; The Little Jewel Magnetic Chess Set; Lord of The Rings Battle for Middle Earth Chess Set; The Lord of the Rings: The Fellowship of the Ring Chess Set; The Lord of the Rings: The Return of the King  Chess Set; The Lord of the Rings: The Two Towers Chess Set; Magnet Schach Heyne; Magnet-Schach; Magnetic Chess; Magnetic Schach; Magnetic Staunton Chess Set; Manchester United ChampionsChess Set; Marvel Chess; Marvel Heroes Chess; Meeple Chess; Mickey the True Original 90th Anniversary Collector's Chess Set; Minecraft Chess; MoMA Chess Set; The Monsters Chess Set; Muppet Show Chess; New York Chess; On the Move Wooden Chess Set; One Set Chess Men; Open Chess; Orion 2000; Peanuts Chess; Pirates of the Caribbean Chess; Pirates of the Caribbean: At World's End Chess; Pirates of the Caribbean: Dead Man's Chest Chess; Plastic Chessmen; Pocket Chess; Renaissance Chessmen; The Rose Chess; Royal Staunton Chess; Šachmatai; Šachy; Šah; Sakk; Šakki; Ŝako; Satranç; Scacchi; Schaak; Schaakschool; Schaakspel; Schach; Schäch Schule; Schachkassette; Schachspiel mit einsteckbaren Figuren und Dame-Steinen; Schachspiel: Schweine gegen den Rest der Tierwelt; Schack; Schaken; Schaken; SciSys Travel Mate II; Scooby-Doo! Chess; Sculptured Chess By Ganine; Sculptured Chess By Ganine; Sculptured Chess By Ganine; Set of Chessmen; Shakki; Shrek Chess Game; The Simpsons 3-D Chess; Sjakk; Skak; Skák; South Park Collector Chess Game; Space Chess; Star Wars 3D Chess Game; Star Wars Chess; Star Wars Chess: Schach; Star Wars The Official Chess Collection; Star Wars: Episode II Attack of the Clones – Pewter & Bronze Effect Chess Set; Star Wars: Saga Edition Chess Set; Staunton 3; Staunton Boxwood Chess; Staunton Chess; Super Mario Brothers Chess; Super Mario Chess; Szachy; A Team Fortress Game of Chess; Tezuka Osamu Characters Chess; Tournament Chess Set; Tournament Chessmen; Tournament Quality Chess; Transformers Chess; Travelling Chess; Wizard's Chess for Beginniners; World's Smallest Chess; Xadrez; Xake; Σκάκι; Шахи; Шахматы; אישקוקה; שח; שח מט; チェス; 西洋棋; 체스,1475,"Chess is a two-player, abstract strategy board game that represents medieval warfare on an 8x8 board with alternating light and dark squares. Opposing pieces, traditionally designated White and Black, are initially lined up on either side of the board. Each type of piece has a unique form of movement and capturing occurs when a piece, via its movement, occupies the square of an opposing piece. Players take turns moving one of their pieces in an attempt to capture, attack, defend, or develop thei...",2,2,0,6,Abstract Strategy,Grid Movement; Once-Per-Game Abilities; Pattern Movement; Square Grid; Static Capture; Sudden Death Ending,(Uncredited),"(Public Domain); (Self-Published); (Unknown); 3M; ABRA; Adams Brothers & Shardlow Ltd.; Air France; Alexander; Allied Van Lines; Ancient Chess; Arrco Playing Card Co.; Bar-Zim; Bayerwald Spiele; Bello Games New York, Inc.; Berwick's Toy Co. Ltd.; Big League Promotions Corp.; Biltema; Bisonte; Blatz; Bozart Toys; BulbHead; Cardinal; à la carte AG; Cayro, The Games; CCI India; Chad Valley Co Ltd.; Challenge Master Game Co Ltd; Character Games LTD; Chess Armory; Chess Geeks; ChessUSA; CHH Games; Chupa Chups; Classic Games; Coca-Cola; Colombine BVBA; Comedy Central; Comedy Partners; Creative Crafthouse; Creative Educational Aids Pvt. Ltd.; Crisloid; Dal Negro; Darmon Diffusion; David Westnedge; De La Rue; DeAgostini; Deuce; DGT; Dilemma Games; Dourios; DreamWorks; Dynamic Games / Dynamic Design Industries; E. S. Lowe Company Inc.; Efko; EnumeroCribbageBoards; Epoch Playthings; Estrela; Excalibur Electronics; F. W. Woolworth Company; Fame Products; Fifth Avenue Crystal Ltd.; FridgePlay; Friendly Games, Inc.; Fundex; Game Factory; Gibsons; Golden; Guigou; H. Baron; Handfaste; Hartung-Spiele; Hasbro; Hausemann & Hötte N.V.; HAY; Hearth & Hand with Magnolia; Hexagames (I); Heyne; Holdson; Homas Spelen; House Martin; House of Marbles; House of Staunton; Imaginarium; innovative KIDS; Inovac Rima SA; Intex Syndicate; Invicta Games; Italocremona; John Jaques of London; John N. Hansen Co., Inc.; Jumbo; K & C Ltd; K.E. Mathiasen A/S; Kärnan; King International; Kingsway Inc; Kitfix Swallow Group; Klee; Klopffleisch; L. P. Septímio; Lagoon Games; Lardy International; LEGO; Lindop (William Lindop LTD); Longfield Games; Ludens Planet; Magnetic Poetry Inc; Majora; Manchester United Football Club; Marigó; The Mark of Westminster; Masters Games; Mattel, Inc.; MB Jeux; MB Spellen; MB Spiele; MEGAPLAST; Melissa & Doug; Meridian Point Products; Merit; Millenium; Milton Bradley; Mixlore; Monkey Pod Games; The Museum of Modern Art (MoMA); Musketeer Chess; Neroulia; nestorgames; Nintendo Co., Ltd.; The Noble Collection; Noris Spiele; O'Gowna Studio; Olin Studio; The Op Games; Open Board Games; Oriental Trading Company; Outside Inside; Pacific Game Company; Parker Brothers; Patch Products; Paul Lamond Games Ltd; Pavilion; Peri Spiele; Petit Collage; Piatnik; Pin International; PlayMonster; Pleasantime Games; Poptoy; Pressman Toy Corp.; The Purple Cow; Ramsons; Research Games, Inc. / Athol / RGI / ARC; Revanche Spelen; Robin and Nell Dale; Rong Fa; Rosiness; Rot Ceramic; Sababa Toys, Inc.; Saitek; Schmidt International; Schmidt Spiele; Selchow & Righter; Si-Si-Spiele; Skor-Mor; Sophisticated Games; Søstrene Grene; Spear's Games; Spencer Gifts; Spin Master Ltd.; Sterling Games; StirlingFox; Studio Anne Carlton (SAC); Sunrise Chess & Games; Super Accord; Super Impulse; Tactic; TDC Games, Inc.; Tesco; Tezuka Productions; Thomas Salter Ltd; Toy Brokers Ltd; U3; United Labels AG; Vilac; Volume-One Products; Waddington Sanders Ltd.; Waddingtons; Walt Disney Productions (Disney); Węgiel; Western Publishing Company; Westside Fun Games; WHSmith; Wiley Publishing, Inc.; Winning Moves Games (USA); Wizards of the Coast; WizKids (I); Wm F. Drueke & Sons, Inc.; Wood Expressions; WorldWise Imports, LLC; Xinliye; Οδύσσεια; Киевпластмасс",452,7.22839,7.0276,38840,3.6469,57761
keski.3015574,Lippupeli,,2018,2018,2018.,fin,,"{'primary': [], 'secondary': [], 'corporate': []}",Tactic Games,,pelit; lautapelit,,,Ikäsuositus: yli 8-vuotiaille.,1 peli (useita osia kotelossa) + 1 sääntöarkki (2 sivua),7960,Flags of the World,Flags of the World; Drapeaux du Monde; Flagg spectrum; Flaggspectrum; Lippupeli; Pasaulio Vėliavos; Spectrum Lippupeli; Spectrum Флаги; Spectrum: aina ajankohtainen korttipeli; Steagurile Lumii; Vlaggen van de Wereld; Všechy vlajky světa; Všetky vlajky sveta; Wszystkie Flagi Swiata; Zászlók a világ körül; Прапори світу,1998,"Flags of the World is a fun and educative card game that includes all the independent countries in the world. The game that helps you to learn all the flags of the world, the location of the countries and lots of other interesting information. The game contains 200 cards and a world map. Flags of the World is an interesting game that can be played everywhere!&#10;&#10;Very similar to, and intended as travel version of, Flags World Tour.&#10;&#10;&#10;",2,9,15,8,Bluffing; Card Game; Educational; Memory; Trivia,Memory,Barbro Englesson,Alary Games; Albi; Belleville (Бельвіль); Reflexshop; Tactic,25232,5.4888,5.49481,219,1.5556,547
